name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-338,NO,1,12,25,23,26,22,13
GENE-339,NO,1,1,3,1,4,1,3
GENE-340,NO,1,0,0,0,0,0,1
GENE-341,NO,1,268,561,275,487,365,313
GENE-342,NO,1,0,0,0,0,0,0
GENE-343,NO,1,0,0,0,0,0,0
GENE-344,NO,1,0,0,0,0,0,0
GENE-345,NO,1,31,26,23,24,29,34
GENE-346,NO,1,0,1,2,0,0,1
GENE-347,YES,1,0,0,0,0,0,0
GENE-348,NO,1,476,528,523,428,470,497
GENE-349,NO,1,34,14,33,21,47,34
GENE-350,NO,1,0,0,0,0,0,0
GENE-351,NO,1,0,0,0,0,0,0
GENE-352,NO,1,28,28,41,30,19,25
GENE-353,NO,1,4,2,1,5,1,0
GENE-354,NO,1,2053,2166,2144,1883,2225,1607
GENE-355,NO,1,0,0,0,0,0,0
GENE-356,NO,1,0,0,0,0,0,0
GENE-357,NO,1,0,0,0,0,0,0
GENE-358,NO,1,0,0,0,0,0,0
GENE-359,NO,1,300,132,142,128,119,403
GENE-360,NO,1,0,0,0,0,0,0
GENE-361,NO,1,0,0,0,0,0,0
GENE-362,NO,1,2,6,8,5,2,5
GENE-363,NO,1,0,0,0,0,0,0
GENE-364,NO,1,105,90,105,97,97,120
GENE-365,NO,1,28,47,32,40,34,39
GENE-366,NO,1,0,0,0,0,0,0
GENE-367,NO,1,0,0,0,0,0,0
GENE-368,NO,1,2134,2073,2631,2628,2488,2567
GENE-369,NO,1,0,0,0,0,0,0
GENE-370,NO,1,0,0,0,0,0,0
GENE-371,NO,1,381,331,183,208,221,225
GENE-372,YES,1,0,0,0,0,0,0
GENE-373,NO,1,0,0,0,0,0,0
GENE-374,NO,1,2,6,1,3,2,1
GENE-375,NO,1,159,63,148,116,89,43
GENE-376,NO,1,415,1056,1737,1218,1592,1659
GENE-377,NO,1,25,15,10,40,24,12
GENE-378,NO,1,0,0,0,0,0,0
GENE-379,NO,1,1,0,3,1,4,4
GENE-380,NO,1,2373,1838,3320,2498,2536,2177
GENE-381,YES,1,0,0,0,0,0,0
GENE-382,NO,1,0,0,0,0,0,0
GENE-383,NO,1,6,5,4,6,5,6
GENE-384,YES,1,0,0,0,0,2,2
GENE-385,NO,1,54,44,64,63,46,60
GENE-386,NO,1,1,1,2,3,0,3
GENE-387,NO,1,0,0,0,0,0,0
GENE-388,NO,1,67,52,75,58,82,74
GENE-389,NO,1,0,0,0,0,0,0
GENE-390,NO,1,0,0,0,0,0,0
GENE-391,NO,1,53,71,39,43,33,70
GENE-392,NO,1,0,0,0,0,0,0
GENE-393,NO,1,0,0,0,0,0,0
GENE-394,NO,1,113,94,3,1,36,0
GENE-395,NO,1,0,0,0,0,0,0
GENE-396,NO,1,36,32,45,45,44,47
GENE-397,NO,1,0,0,0,0,0,0
GENE-398,NO,1,0,0,0,0,0,0
GENE-399,NO,1,0,0,0,0,0,0
GENE-400,NO,1,2,4,2,3,1,2
GENE-401,NO,1,108,88,93,79,71,74
GENE-402,NO,1,0,0,0,0,0,0
GENE-403,NO,1,0,0,0,0,0,0
GENE-404,NO,1,0,0,0,0,0,0
GENE-405,NO,1,0,0,0,0,0,0
GENE-406,YES,1,4,7,4,3,3,2
GENE-407,NO,1,0,0,0,0,0,0
GENE-408,NO,1,0,0,0,0,0,0
GENE-409,NO,1,0,0,0,0,0,0
GENE-410,NO,1,0,0,0,0,0,0
GENE-411,NO,1,10,10,6,16,18,10
GENE-412,NO,1,0,0,0,0,0,0
GENE-413,NO,1,0,0,0,0,0,0
GENE-414,NO,1,17,16,33,20,36,29
GENE-415,NO,1,15,12,18,24,11,13
GENE-416,NO,1,0,0,0,0,0,0
GENE-417,NO,1,0,0,0,0,0,0
GENE-418,NO,1,363,354,287,319,258,238
GENE-419,NO,1,3,4,1,2,1,1
GENE-420,NO,1,17,21,22,17,16,17
GENE-421,NO,1,0,0,0,0,0,0
GENE-422,NO,1,0,0,0,0,0,0
GENE-423,NO,1,2189,1526,1636,1611,1586,1881
GENE-424,NO,1,0,0,0,0,0,0
GENE-425,NO,1,109,66,77,63,123,59
GENE-426,NO,1,0,0,0,0,0,0
GENE-427,NO,1,0,0,0,0,0,0
GENE-428,NO,1,2106,1824,1076,2247,1287,1469
GENE-429,NO,1,0,0,0,0,0,0
GENE-430,NO,1,0,0,0,0,0,0
GENE-431,NO,1,0,0,0,0,0,0
GENE-432,NO,1,44,69,74,76,62,64
GENE-433,NO,1,66,86,125,116,89,69
GENE-434,YES,1,0,0,0,0,0,0
GENE-435,NO,1,0,0,0,0,0,0
GENE-436,NO,1,95,60,92,84,83,83
GENE-437,NO,1,0,0,0,0,0,0
GENE-438,NO,1,0,0,0,0,0,0
GENE-439,NO,1,310,373,267,295,272,364
GENE-440,NO,1,0,0,0,0,0,0
GENE-441,NO,1,0,0,0,0,0,0
GENE-442,NO,1,0,0,0,0,0,0
GENE-443,NO,1,0,0,0,0,0,0
GENE-444,NO,1,0,0,0,0,0,0
GENE-445,NO,1,12,16,20,17,15,23
GENE-446,NO,1,1,4,1,4,3,0
GENE-447,NO,1,0,0,0,0,0,0
GENE-448,NO,1,8,4,2,1,1,1
GENE-449,NO,1,0,0,0,0,0,0
GENE-450,NO,1,0,0,0,0,0,0
GENE-451,NO,1,0,0,0,0,0,0
GENE-452,NO,1,0,0,0,0,0,0
GENE-453,NO,1,0,0,0,0,0,0
GENE-454,YES,1,4,3,2,1,0,0
GENE-455,NO,1,0,0,0,0,0,0
GENE-456,YES,1,0,0,0,0,0,0
GENE-457,NO,1,0,0,0,0,0,0
GENE-458,NO,1,0,0,0,0,0,0
GENE-459,NO,1,10,35,22,24,22,18
GENE-460,NO,1,0,0,0,0,0,0
GENE-461,NO,1,0,0,0,0,0,0
GENE-462,YES,1,0,1,1,0,2,0
GENE-463,NO,1,0,0,0,0,0,0
GENE-464,NO,1,0,0,0,0,0,0
GENE-465,NO,1,0,0,0,0,0,0
GENE-466,NO,1,0,0,0,0,0,0
GENE-467,NO,1,0,0,0,0,0,0
GENE-468,NO,1,0,0,0,0,0,0
GENE-469,NO,1,18,11,15,13,17,6
GENE-470,NO,1,0,0,0,0,0,0
GENE-471,YES,1,0,3,0,0,1,0
GENE-472,NO,1,0,0,0,0,0,0
GENE-473,YES,1,0,0,0,0,0,0
GENE-474,NO,1,0,0,0,0,0,0
GENE-475,NO,1,378,346,386,355,370,350
GENE-476,NO,1,119,103,111,90,100,100
GENE-477,NO,1,0,0,0,0,0,0
GENE-478,NO,1,24,30,37,21,24,24
GENE-479,NO,1,0,0,0,0,0,0
GENE-480,NO,1,0,0,0,0,0,0
GENE-481,NO,1,0,0,0,0,0,0
GENE-482,NO,1,0,0,0,0,0,0
GENE-483,NO,1,462,374,322,389,696,284
GENE-484,NO,1,2,2,1,2,0,1
GENE-485,NO,1,0,0,0,0,0,0
GENE-486,NO,1,0,0,0,0,0,0
GENE-487,NO,1,0,0,0,0,0,0
GENE-488,NO,1,403,223,254,230,302,298
GENE-489,NO,1,444,386,337,452,544,311
GENE-490,NO,1,0,0,0,0,0,0
GENE-491,NO,1,0,0,0,0,0,0
GENE-492,NO,1,0,0,0,0,0,0
GENE-493,NO,1,0,0,0,0,0,0
GENE-494,NO,1,0,0,0,0,0,0
GENE-495,NO,1,0,0,0,0,0,0
GENE-496,NO,1,2,1,1,1,2,2
GENE-497,NO,1,0,0,0,0,0,0
GENE-498,NO,1,0,0,0,0,0,0
GENE-499,NO,1,0,0,0,0,0,0
GENE-500,NO,1,11,5,23,10,17,12
GENE-501,NO,1,0,0,0,0,0,0
GENE-502,NO,1,0,0,0,0,0,1
GENE-503,NO,1,0,0,0,0,0,0
GENE-504,NO,1,3,1,2,0,1,0
GENE-505,NO,1,0,0,0,0,0,0
GENE-506,NO,1,0,0,0,0,0,0
GENE-507,NO,1,0,0,0,0,0,0
GENE-508,NO,1,0,0,0,0,0,0
GENE-509,NO,1,0,0,0,0,0,0
GENE-510,NO,1,0,0,0,0,0,0
GENE-511,NO,1,468,317,420,233,426,523
GENE-512,NO,1,0,0,0,0,0,0
GENE-513,NO,1,0,0,0,0,0,0
GENE-514,NO,1,0,0,0,0,0,0
GENE-515,NO,1,11,12,11,8,17,13
GENE-516,YES,1,0,0,0,0,0,0
GENE-517,NO,1,0,0,0,0,0,0
GENE-518,NO,1,295,380,240,307,371,448
GENE-519,NO,1,779,784,1018,817,819,989
GENE-520,NO,1,0,0,0,0,0,0
GENE-521,NO,1,73,69,93,137,97,60
GENE-522,NO,1,0,0,0,0,0,0
GENE-523,NO,1,6,9,7,12,6,9
GENE-524,NO,1,0,0,0,0,0,0
GENE-525,NO,1,0,0,0,0,0,0
GENE-526,NO,1,0,0,0,0,0,0
GENE-527,NO,1,0,1,0,1,0,0
GENE-528,NO,1,0,0,0,0,0,0
GENE-529,NO,1,111,93,45,73,83,86
GENE-530,NO,1,67,72,61,72,76,71
GENE-531,NO,1,20,21,25,15,31,27
GENE-532,NO,1,0,0,0,0,0,0
GENE-533,NO,1,0,0,0,0,0,0
GENE-534,NO,1,675,890,503,412,953,845
GENE-535,NO,1,0,0,0,0,0,0
GENE-536,NO,1,0,0,0,0,0,0
GENE-537,YES,1,0,0,0,0,0,0
GENE-538,NO,1,0,0,0,0,0,0
GENE-539,NO,1,0,0,0,0,0,0
GENE-540,NO,1,0,0,0,0,0,0
GENE-541,NO,1,0,0,0,0,0,0
GENE-542,NO,1,0,0,0,0,0,0
GENE-543,NO,1,0,0,0,0,0,0
GENE-544,NO,1,0,0,0,0,0,0
GENE-545,NO,1,0,0,0,0,0,0
GENE-546,NO,1,1144,1203,1146,1120,1185,1218
GENE-547,NO,1,0,0,0,0,0,0
GENE-548,YES,1,0,0,0,0,0,0
GENE-549,NO,1,307,303,272,200,222,189
GENE-551,NO,1,0,0,0,0,0,0
GENE-552,NO,1,0,0,0,0,0,1
GENE-553,NO,1,1,2,1,4,3,1
GENE-554,NO,1,0,0,0,0,0,0
GENE-555,NO,1,0,0,0,0,0,0
GENE-556,NO,1,0,0,0,0,0,0
GENE-557,NO,1,0,0,0,0,0,0
GENE-558,NO,1,0,0,0,0,0,0
GENE-559,NO,1,0,0,0,0,0,0
GENE-560,NO,1,0,0,0,0,0,0
GENE-561,NO,1,173,160,272,248,119,162
GENE-562,NO,1,4,12,7,11,8,5
GENE-563,NO,1,269,204,168,209,136,269
GENE-564,NO,1,0,0,0,0,0,0
GENE-565,NO,1,0,0,0,0,0,0
GENE-566,NO,1,0,5,3,0,3,2
GENE-567,NO,1,501,908,1271,721,1304,847
GENE-568,NO,1,0,0,0,0,0,0
GENE-569,NO,1,48,41,60,42,49,44
GENE-570,NO,1,0,0,0,0,0,0
GENE-571,NO,1,0,0,0,0,0,0
GENE-572,NO,1,0,0,0,0,0,0
GENE-573,NO,1,0,0,0,0,0,0
GENE-574,NO,1,0,0,0,0,0,0
GENE-575,NO,1,0,0,0,0,0,0
GENE-576,NO,1,0,0,0,0,0,0
GENE-577,NO,1,0,0,0,0,0,0
GENE-578,NO,1,0,0,0,0,0,0
GENE-579,NO,1,0,0,0,0,0,0
GENE-580,NO,1,0,0,0,0,0,0
GENE-581,NO,1,3,3,3,3,4,1
GENE-582,NO,1,109,136,129,109,129,133
GENE-583,NO,1,0,0,0,0,0,0
GENE-584,NO,1,0,2,1,1,2,0
GENE-585,NO,1,0,0,0,0,0,0
GENE-586,NO,1,6,12,9,21,11,12
GENE-587,NO,1,60,62,79,64,54,54
GENE-588,NO,1,62,98,130,71,66,62
GENE-589,NO,1,0,1,2,1,0,0
GENE-590,NO,1,0,0,0,0,0,0
GENE-591,NO,1,0,0,0,0,0,0
GENE-592,NO,1,0,0,0,0,1,1
GENE-593,NO,1,0,0,0,0,0,0
GENE-594,NO,1,0,0,0,0,0,0
GENE-595,YES,1,0,0,0,0,0,0
GENE-596,YES,1,0,0,0,0,0,0
GENE-597,NO,1,483,430,379,407,373,306
GENE-598,NO,1,0,0,0,0,0,0
GENE-599,NO,1,31,28,28,32,28,22
GENE-600,NO,1,43,60,62,49,43,36
GENE-601,NO,1,0,0,1,0,0,0
GENE-602,YES,1,0,0,0,0,0,0
GENE-603,NO,1,22,17,20,24,22,19
GENE-604,NO,1,436,380,580,512,330,377
GENE-605,NO,1,0,0,0,0,0,0
GENE-607,NO,1,0,0,0,0,0,0
GENE-608,NO,1,1582,1234,1567,1799,1960,1407
GENE-609,NO,1,0,0,0,0,0,0
GENE-610,NO,1,424,338,436,790,1307,1644
GENE-611,NO,1,64,88,59,78,73,40
GENE-612,NO,1,32,31,34,43,31,52
GENE-613,NO,1,552,450,670,658,540,571
GENE-614,NO,1,0,0,0,0,0,0
GENE-615,NO,1,0,0,0,0,0,0
GENE-616,NO,1,123,80,131,87,111,85
GENE-617,NO,1,0,0,0,0,0,0
GENE-618,NO,1,0,0,0,0,0,0
GENE-619,NO,1,0,0,1,0,0,0
GENE-620,NO,1,0,0,0,0,0,0
GENE-621,NO,1,0,0,0,0,0,0
GENE-622,NO,1,10,27,25,34,19,18
GENE-623,NO,1,0,0,0,0,0,0
GENE-624,NO,1,3462,4708,3934,3507,4110,3495
GENE-625,NO,1,81,53,74,63,89,65
GENE-626,NO,1,0,0,0,0,0,0
GENE-627,NO,1,0,0,0,0,0,0
GENE-628,NO,1,0,0,0,0,0,0
GENE-629,NO,1,0,0,0,0,0,0
GENE-630,NO,1,0,0,0,0,0,0
GENE-631,NO,1,0,0,0,0,0,0
GENE-632,NO,1,0,0,0,0,0,0
GENE-633,NO,1,0,0,0,0,0,0
GENE-634,NO,1,0,0,0,0,0,0
GENE-635,NO,1,0,0,0,0,0,0
GENE-636,NO,1,0,0,0,0,0,0
GENE-637,NO,1,124,357,214,109,176,103
GENE-638,NO,1,0,0,0,0,0,0
GENE-639,NO,1,1999,2082,2975,2566,2010,2905
GENE-640,NO,1,9,2,2,5,11,2
GENE-641,NO,1,0,0,0,0,0,0
GENE-642,NO,1,73,95,136,93,92,143
GENE-644,NO,1,3,1,1,1,2,1
GENE-645,NO,1,29,20,31,32,24,42
GENE-646,NO,1,0,0,0,0,0,0
GENE-647,NO,1,0,0,0,0,0,0
GENE-648,NO,1,0,0,0,0,0,0
GENE-649,NO,1,0,0,0,0,0,0
GENE-650,NO,1,0,1,0,0,1,0
GENE-651,NO,1,0,0,0,0,0,0
GENE-652,NO,1,0,0,0,0,0,0
GENE-653,NO,1,0,0,1,0,0,2
GENE-654,NO,1,0,0,0,0,0,0
GENE-655,NO,1,4,11,23,14,11,11
GENE-656,NO,1,71,14,54,15,39,2
GENE-657,NO,1,20,18,32,33,26,17
GENE-658,NO,1,1,1,1,2,2,0
GENE-659,NO,1,921,697,838,965,878,961
GENE-660,NO,1,0,0,0,0,0,0
GENE-661,NO,1,0,0,0,0,0,0
GENE-662,NO,1,0,0,0,0,0,0
GENE-663,NO,1,0,0,0,0,0,0
GENE-665,NO,1,0,0,0,0,0,0
GENE-666,NO,1,0,0,0,0,0,0
GENE-667,NO,1,51,20,50,26,32,40
GENE-668,NO,1,7128,6900,5729,7583,5927,7463
GENE-669,NO,1,1,0,0,0,0,0
GENE-670,NO,1,0,0,0,0,0,0
GENE-671,NO,1,0,0,0,0,0,0
GENE-672,NO,1,0,0,0,0,0,0
GENE-673,NO,1,0,0,0,0,0,0
GENE-674,NO,1,0,0,0,0,0,0
GENE-675,NO,1,0,0,0,0,0,0
GENE-676,YES,1,0,0,0,0,0,0
GENE-677,NO,1,0,0,0,0,0,0
GENE-678,NO,1,0,0,0,0,0,0
GENE-679,NO,1,68,67,61,65,55,65
GENE-680,NO,1,2,1,3,11,7,5
GENE-681,NO,1,0,0,0,0,0,0
GENE-682,NO,1,0,0,0,0,0,0
GENE-683,NO,1,0,0,0,0,0,0
GENE-684,NO,1,0,0,0,0,0,0
GENE-685,NO,1,0,0,0,0,0,0
GENE-686,NO,1,0,0,0,0,0,0
GENE-687,NO,1,185,143,179,152,177,142
GENE-688,NO,1,0,0,0,0,0,0
GENE-689,NO,1,261,282,259,301,270,286
GENE-690,NO,1,0,0,0,0,0,0
GENE-691,NO,1,0,0,0,0,0,0
GENE-692,NO,1,0,0,0,0,0,0
GENE-693,NO,1,0,1,0,0,3,1
GENE-694,NO,1,0,0,0,0,0,0
GENE-695,NO,1,0,0,0,0,0,0
GENE-696,YES,1,0,0,0,0,0,0
GENE-697,NO,1,0,0,0,0,0,0
GENE-698,NO,1,0,0,0,0,0,0
GENE-699,NO,1,0,0,0,0,0,0
GENE-700,NO,1,0,0,0,0,0,0
GENE-701,NO,1,0,0,0,0,0,0
GENE-702,NO,1,0,0,0,0,0,0
GENE-703,NO,1,0,0,0,0,0,0
GENE-704,NO,1,0,0,0,0,0,0
GENE-705,NO,1,0,0,0,0,0,0
GENE-706,NO,1,0,0,1,0,4,2
GENE-707,YES,1,0,0,0,0,0,0
GENE-708,NO,1,314,335,334,215,288,282
GENE-709,NO,1,0,0,0,0,0,0
GENE-710,NO,1,0,0,0,0,0,0
GENE-711,NO,1,0,0,0,0,0,0
GENE-712,NO,1,256,249,254,254,231,266
GENE-713,NO,1,0,0,0,0,0,0
GENE-714,NO,1,2334,2099,1982,2686,3320,2043
GENE-715,NO,1,0,0,0,0,0,0
GENE-716,NO,1,0,0,0,0,0,0
GENE-717,NO,1,0,0,0,0,0,0
GENE-718,NO,1,0,0,0,0,0,0
GENE-719,NO,1,0,0,0,0,0,0
GENE-720,NO,1,38,55,38,31,40,61
GENE-721,NO,1,0,0,0,0,0,0
GENE-722,NO,1,0,0,0,0,0,0
GENE-723,NO,1,13,20,24,26,18,15
GENE-724,NO,1,1,0,1,0,2,0
GENE-725,NO,1,0,0,0,0,0,0
GENE-726,NO,1,1329,1252,1553,1364,1205,2160
GENE-727,NO,1,0,0,0,0,0,0
GENE-728,NO,1,0,0,0,0,0,0
GENE-729,NO,1,0,0,0,0,0,0
GENE-730,NO,1,0,0,0,0,0,0
GENE-731,NO,1,0,0,0,0,0,0
GENE-732,NO,1,1,1,0,2,3,0
GENE-733,NO,1,0,0,0,0,0,0
GENE-734,NO,1,117,118,127,73,114,88
GENE-735,NO,1,0,0,0,0,0,0
GENE-736,NO,1,0,0,0,0,0,0
GENE-737,NO,1,3,0,4,5,2,4
GENE-738,NO,1,769,488,2487,79,299,1084
GENE-739,NO,1,0,0,0,0,0,0
GENE-740,NO,1,0,0,0,0,0,0
GENE-741,NO,1,1063,861,1003,744,740,1079
GENE-742,NO,1,0,0,0,0,0,0
GENE-743,NO,1,0,0,0,0,0,0
GENE-744,NO,1,0,0,0,0,0,0
GENE-745,NO,1,0,0,0,0,0,0
GENE-746,NO,1,0,0,0,0,0,0
GENE-747,NO,1,696,478,793,461,435,570
GENE-748,NO,1,0,0,0,0,0,0
GENE-749,NO,1,0,0,0,0,0,0
GENE-750,NO,1,0,0,0,0,0,0
GENE-751,NO,1,0,1,1,0,0,0
GENE-752,NO,1,0,0,0,0,0,0
GENE-753,NO,1,0,0,0,0,0,0
GENE-754,NO,1,0,0,0,0,0,0
GENE-755,NO,1,0,0,0,0,0,0
GENE-756,NO,1,0,0,0,0,0,0
GENE-757,NO,1,741,698,796,764,759,724
GENE-758,NO,1,0,0,0,0,0,0
GENE-759,NO,1,7,5,13,11,11,3
GENE-760,NO,1,0,0,0,0,0,0
GENE-761,NO,1,0,0,0,0,0,0
GENE-762,NO,1,0,0,0,0,0,0
GENE-763,NO,1,7917,8745,7662,7975,7335,8213
GENE-764,NO,1,0,1,0,0,0,0
GENE-765,NO,1,0,0,0,0,0,0
GENE-766,NO,1,0,0,0,0,0,0
GENE-767,NO,1,0,0,0,0,0,0
GENE-768,NO,1,464,392,474,619,614,442
GENE-769,NO,1,0,0,0,0,0,0
GENE-770,NO,1,0,0,0,0,0,0
GENE-771,NO,1,0,0,0,0,0,0
GENE-772,NO,1,17,27,15,28,18,16
GENE-773,NO,1,1,3,3,0,2,0
GENE-774,NO,1,352,84,193,173,282,205
GENE-775,NO,1,192,190,212,155,153,204
GENE-776,NO,1,0,0,0,0,0,0
GENE-777,NO,1,201,116,101,152,133,181
GENE-778,NO,1,0,0,0,0,0,0
GENE-780,NO,1,0,3,1,3,8,6
GENE-781,NO,1,0,0,0,0,0,0
GENE-782,NO,1,0,0,0,0,0,0
GENE-783,NO,1,0,0,0,0,0,0
GENE-784,NO,1,0,0,0,0,0,0
GENE-785,NO,1,58,78,70,83,94,149
GENE-786,NO,1,125,90,94,103,75,70
GENE-787,NO,1,413,436,358,351,370,423
GENE-788,NO,1,2,2,9,9,2,6
GENE-789,NO,1,0,0,0,0,0,0
GENE-790,NO,1,0,0,0,0,0,0
GENE-791,NO,1,0,0,0,0,0,0
GENE-792,NO,1,8,11,15,16,13,9
GENE-793,NO,1,755,854,717,955,668,1049
GENE-794,NO,1,0,0,0,0,0,0
GENE-795,NO,1,0,0,0,0,0,0
GENE-796,NO,1,0,0,0,0,0,0
GENE-797,NO,1,0,0,0,0,0,0
GENE-798,NO,1,0,0,0,0,0,0
GENE-799,NO,1,0,0,0,0,0,0
GENE-800,YES,1,0,0,0,0,0,0
GENE-801,NO,1,79,79,65,94,76,85
GENE-802,YES,1,0,0,0,0,0,0
GENE-803,NO,1,283,331,685,374,400,572
GENE-804,NO,1,0,0,0,0,0,0
GENE-805,NO,1,34,25,29,43,32,57
GENE-806,NO,1,0,0,0,0,0,0
GENE-807,NO,1,0,0,0,0,0,0
GENE-808,NO,1,0,0,0,0,0,0
GENE-809,NO,1,0,0,0,0,0,0
GENE-810,NO,1,0,0,0,0,0,0
GENE-811,NO,1,0,0,0,0,0,0
GENE-812,NO,1,0,0,0,0,0,0
GENE-813,YES,1,0,0,0,0,0,0
GENE-814,NO,1,0,0,0,0,0,0
GENE-815,NO,1,50,54,29,26,42,30
GENE-816,NO,1,0,0,0,0,0,0
GENE-817,NO,1,0,0,0,0,0,0
GENE-818,NO,1,0,0,0,0,0,0
GENE-819,NO,1,0,0,0,0,0,0
GENE-820,NO,1,0,0,0,0,0,0
GENE-821,NO,1,0,0,0,0,0,0
GENE-822,NO,1,0,0,0,0,0,0
GENE-823,NO,1,0,0,0,0,0,0
GENE-824,NO,1,8,5,5,6,7,2
GENE-825,NO,1,1600,1002,1262,1157,1254,1270
GENE-826,NO,1,0,0,0,0,0,0
GENE-827,NO,1,0,0,0,0,0,0
GENE-828,NO,1,101,94,90,91,83,76
GENE-829,NO,1,103,42,75,48,46,59
GENE-830,NO,1,0,0,0,0,0,0
GENE-831,NO,1,0,0,0,0,0,0
GENE-832,NO,1,0,0,0,0,0,0
GENE-833,NO,1,2319,3623,3314,2338,1952,2327
GENE-834,NO,1,0,0,0,0,0,0
GENE-835,NO,1,0,0,0,0,0,0
GENE-836,NO,1,493,496,520,433,449,404
GENE-837,NO,1,0,0,0,0,0,0
GENE-838,NO,1,0,0,0,0,0,0
GENE-839,NO,1,0,0,0,0,0,0
GENE-840,NO,1,0,0,0,0,0,0
GENE-841,NO,1,0,0,0,0,0,0
GENE-842,NO,1,0,0,0,0,0,0
GENE-843,NO,1,0,0,0,0,0,0
GENE-844,NO,1,2,0,0,0,0,0
GENE-845,NO,1,24,25,28,21,15,20
GENE-846,NO,1,0,0,0,0,0,0
GENE-847,NO,1,0,0,0,0,0,0
GENE-848,NO,1,0,0,0,0,0,0
GENE-849,YES,1,0,0,0,0,0,0
GENE-850,NO,1,2292,2405,2389,2249,2087,2352
GENE-851,NO,1,307,219,283,259,332,222
GENE-852,NO,1,0,0,0,0,0,0
GENE-853,NO,1,0,0,0,0,0,0
GENE-854,NO,1,98,107,140,131,114,145
GENE-855,NO,1,4,7,2,8,9,11
GENE-856,NO,1,0,0,0,0,0,0
GENE-857,NO,1,0,0,0,0,0,0
GENE-858,NO,1,275,301,335,287,302,358
GENE-859,YES,1,0,0,0,0,0,0
GENE-860,NO,1,0,1,2,0,0,1
GENE-861,NO,1,0,0,0,0,0,0
GENE-862,NO,1,0,0,0,0,0,0
GENE-863,NO,1,29,29,24,28,41,45
GENE-864,NO,1,0,0,0,0,0,0
GENE-865,NO,1,0,0,0,0,0,0
GENE-866,NO,1,0,0,0,0,0,0
GENE-867,NO,1,0,0,0,0,0,0
GENE-868,NO,1,0,0,0,0,0,0
GENE-869,NO,1,0,0,0,0,0,0
GENE-871,NO,1,0,0,0,0,0,0
GENE-872,NO,1,0,0,0,0,0,0
GENE-873,NO,1,0,0,0,0,0,0
GENE-874,NO,1,445,503,636,610,365,659
GENE-875,NO,1,0,0,0,0,0,0
GENE-876,NO,1,0,0,0,0,0,0
GENE-877,NO,1,0,0,0,0,0,0
GENE-878,NO,1,17,18,24,22,14,18
GENE-879,NO,1,0,0,0,0,0,0
GENE-880,NO,1,5,12,13,13,19,11
GENE-881,NO,1,14,7,150,2,0,78
GENE-882,NO,1,0,0,0,0,0,0
GENE-883,NO,1,10,9,7,10,13,13
GENE-884,NO,1,0,0,0,0,0,0
GENE-885,NO,1,0,0,0,0,0,0
GENE-886,NO,1,0,0,0,0,0,0
GENE-887,NO,1,309,457,326,205,301,388
GENE-888,NO,1,0,0,0,0,0,0
GENE-889,NO,1,0,0,0,0,0,0
GENE-890,NO,1,343,321,383,347,334,309
GENE-891,YES,1,0,0,0,0,0,0
GENE-892,NO,1,0,0,0,0,0,0
GENE-893,NO,1,0,0,0,2,0,0
GENE-894,NO,1,0,0,0,0,0,0
GENE-895,NO,1,0,0,0,0,0,0
GENE-896,NO,1,1,0,0,0,0,0
GENE-897,NO,1,0,0,0,0,0,0
GENE-898,NO,1,0,0,0,0,0,0
GENE-899,NO,1,9,11,10,10,6,8
GENE-900,NO,1,0,0,0,0,0,0
GENE-901,NO,1,0,0,0,0,0,0
GENE-902,NO,1,1596,1457,1524,1622,1600,1644
GENE-903,NO,1,0,0,0,0,0,0
GENE-904,NO,1,0,0,0,0,0,0
GENE-905,NO,1,0,0,0,0,0,0
GENE-906,NO,1,0,0,0,0,0,0
GENE-907,NO,1,0,0,0,0,0,0
GENE-908,NO,1,0,0,0,0,0,0
GENE-909,NO,1,0,0,0,0,0,0
GENE-910,NO,1,0,0,0,0,0,0
GENE-911,NO,1,0,0,0,0,0,0
GENE-912,NO,1,0,0,0,0,0,0
GENE-913,NO,1,0,0,0,0,0,0
GENE-914,NO,1,10,10,8,11,7,13
GENE-915,NO,1,657,668,373,384,747,545
GENE-916,NO,1,50,44,43,48,41,33
GENE-917,NO,1,0,0,0,0,0,0
GENE-918,NO,1,0,0,0,0,0,0
GENE-919,NO,1,1655,1529,1354,1559,1359,1041
GENE-920,NO,1,0,0,0,0,0,0
GENE-921,NO,1,0,0,0,0,0,0
GENE-922,NO,1,0,1,0,0,0,0
GENE-923,NO,1,0,0,0,0,0,0
GENE-924,NO,1,1335,1011,1211,1037,1239,1186
GENE-925,NO,1,0,0,0,0,0,0
GENE-926,YES,1,0,0,0,0,0,0
GENE-927,NO,1,1,0,0,0,1,0
GENE-928,NO,1,0,0,0,0,0,0
GENE-929,NO,1,15,28,23,28,20,17
GENE-930,NO,1,0,0,0,0,0,0
GENE-931,NO,1,0,0,0,0,0,0
GENE-932,YES,1,0,0,0,0,0,0
GENE-933,NO,1,0,0,0,0,0,0
GENE-934,NO,1,0,0,0,0,0,0
GENE-935,NO,1,0,0,0,0,0,0
GENE-936,NO,1,0,0,0,0,0,0
GENE-937,NO,1,0,0,0,0,0,0
GENE-938,NO,1,26,27,35,44,25,35
GENE-939,NO,1,0,0,0,0,0,0
GENE-940,NO,1,851,683,836,761,722,890
GENE-941,NO,1,13,9,10,15,10,12
GENE-942,NO,1,0,0,1,1,0,1
GENE-943,NO,1,4,5,7,7,5,6
GENE-944,NO,1,0,0,0,0,0,0
