# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "refs/agrobacterium_tumefaciens.gff" "-t" "gene" "-g" "ID" "-o" "matrix.txt" "WT_55_3.bam" "WT_67_1.bam" "WT_79_1.bam" "pssA_55_2.bam" "pssA_67_1.bam" "pssA_79_2.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_55_3.bam	WT_67_1.bam	WT_79_1.bam	pssA_55_2.bam	pssA_67_1.bam	pssA_79_2.bam
gene-G6L97_RS01460	NZ_CP115841.1	303892	304845	+	954	0	0	0	0	0	0
gene-G6L97_RS01465	NZ_CP115841.1	304923	305489	-	567	0	1	0	0	1	0
gene-G6L97_RS01470	NZ_CP115841.1	305856	308294	+	2439	0	0	0	0	0	0
gene-G6L97_RS01475	NZ_CP115841.1	308375	309325	-	951	0	0	0	0	0	0
gene-G6L97_RS01480	NZ_CP115841.1	309530	309823	+	294	0	0	0	0	0	0
gene-G6L97_RS01485	NZ_CP115841.1	310031	311404	-	1374	4	5	5	5	4	2
gene-G6L97_RS01490	NZ_CP115841.1	311578	312315	-	738	0	0	0	0	0	0
gene-G6L97_RS01495	NZ_CP115841.1	312336	313841	-	1506	0	0	0	0	0	0
gene-G6L97_RS01500	NZ_CP115841.1	314003	314443	-	441	0	0	0	0	0	0
gene-G6L97_RS01505	NZ_CP115841.1	314718	315488	-	771	0	0	0	0	0	0
gene-G6L97_RS01510	NZ_CP115841.1	315485	316831	-	1347	0	0	0	0	0	0
gene-G6L97_RS01515	NZ_CP115841.1	316934	317707	-	774	0	0	0	0	0	0
gene-G6L97_RS01520	NZ_CP115841.1	317997	319271	+	1275	0	0	0	0	0	0
gene-G6L97_RS01525	NZ_CP115841.1	319281	320180	-	900	0	0	0	0	0	0
gene-G6L97_RS01530	NZ_CP115841.1	320279	321727	+	1449	0	0	0	0	0	0
gene-G6L97_RS01535	NZ_CP115841.1	321819	323021	+	1203	0	0	0	0	0	0
gene-G6L97_RS01540	NZ_CP115841.1	323025	324326	+	1302	0	0	0	2	1	1
gene-G6L97_RS01545	NZ_CP115841.1	324476	325135	-	660	0	0	0	0	0	0
gene-G6L97_RS01550	NZ_CP115841.1	325398	326171	-	774	0	0	0	0	0	0
gene-G6L97_RS01555	NZ_CP115841.1	326409	327038	+	630	0	0	0	0	0	0
gene-G6L97_RS01560	NZ_CP115841.1	327035	327478	+	444	0	0	0	0	0	0
gene-G6L97_RS01565	NZ_CP115841.1	327494	328537	-	1044	0	0	0	0	0	0
gene-G6L97_RS01570	NZ_CP115841.1	328620	329537	+	918	0	0	0	0	0	0
gene-G6L97_RS01575	NZ_CP115841.1	329589	330353	-	765	0	0	0	0	0	0
gene-G6L97_RS01580	NZ_CP115841.1	330360	330629	-	270	0	0	0	0	0	0
gene-G6L97_RS01585	NZ_CP115841.1	330613	330846	-	234	0	0	0	0	0	0
gene-G6L97_RS01590	NZ_CP115841.1	331003	332526	+	1524	1	0	1	0	0	0
gene-G6L97_RS01595	NZ_CP115841.1	332531	332899	+	369	0	0	0	0	0	0
gene-G6L97_RS01600	NZ_CP115841.1	332916	334043	+	1128	0	0	0	0	0	0
gene-G6L97_RS01605	NZ_CP115841.1	334040	334732	+	693	0	0	0	0	0	0
gene-G6L97_RS01610	NZ_CP115841.1	334796	335242	-	447	1	4	5	2	1	2
gene-G6L97_RS01615	NZ_CP115841.1	335503	335937	-	435	0	0	0	0	0	0
gene-G6L97_RS01620	NZ_CP115841.1	336438	338072	-	1635	3075	2366	4489	872	1532	2630
gene-G6L97_RS01625	NZ_CP115841.1	338147	338443	-	297	713	461	459	167	373	298
gene-G6L97_RS01630	NZ_CP115841.1	338813	339661	+	849	0	0	0	0	0	0
gene-G6L97_RS01635	NZ_CP115841.1	339705	340685	+	981	0	0	0	0	0	0
gene-G6L97_RS01640	NZ_CP115841.1	340954	343857	+	2904	47	62	30	51	35	18
gene-G6L97_RS01645	NZ_CP115841.1	344063	344716	+	654	0	0	0	0	0	0
gene-G6L97_RS01650	NZ_CP115841.1	344769	345227	-	459	0	0	0	0	0	0
gene-G6L97_RS01655	NZ_CP115841.1	345299	347275	+	1977	0	0	0	0	0	0
gene-G6L97_RS01660	NZ_CP115841.1	347256	347813	+	558	0	0	0	0	0	0
gene-G6L97_RS01665	NZ_CP115841.1	348002	348928	+	927	0	0	0	0	0	0
gene-G6L97_RS01670	NZ_CP115841.1	348971	350800	-	1830	0	0	1	0	0	0
gene-G6L97_RS01675	NZ_CP115841.1	350917	352263	+	1347	0	0	0	0	0	0
gene-G6L97_RS01680	NZ_CP115841.1	352357	353163	+	807	0	0	0	0	0	0
gene-G6L97_RS01685	NZ_CP115841.1	353222	353461	+	240	0	0	1	0	0	0
gene-G6L97_RS01690	NZ_CP115841.1	353677	354999	+	1323	0	0	0	0	0	0
gene-G6L97_RS01695	NZ_CP115841.1	354993	355730	+	738	0	0	0	0	0	0
gene-G6L97_RS01700	NZ_CP115841.1	355895	356941	+	1047	0	0	0	0	0	0
gene-G6L97_RS01705	NZ_CP115841.1	357073	357294	-	222	0	0	0	0	0	0
gene-G6L97_RS01710	NZ_CP115841.1	357444	359264	-	1821	0	0	0	0	0	0
gene-G6L97_RS01715	NZ_CP115841.1	359672	361291	+	1620	1	2	0	1	1	0
gene-G6L97_RS01720	NZ_CP115841.1	361433	362785	+	1353	0	0	0	0	0	0
gene-G6L97_RS01725	NZ_CP115841.1	362880	363767	-	888	0	0	0	0	0	0
gene-G6L97_RS01730	NZ_CP115841.1	363772	364401	-	630	0	0	0	0	0	0
gene-G6L97_RS01735	NZ_CP115841.1	364479	365393	-	915	0	0	0	0	0	0
gene-G6L97_RS01740	NZ_CP115841.1	365393	366163	-	771	0	0	0	0	0	0
gene-G6L97_RS01745	NZ_CP115841.1	366248	367117	+	870	0	0	0	0	0	0
gene-G6L97_RS01750	NZ_CP115841.1	367326	368066	+	741	0	0	0	0	0	0
gene-G6L97_RS01755	NZ_CP115841.1	368145	369368	+	1224	0	0	0	0	0	0
gene-G6L97_RS01760	NZ_CP115841.1	369496	370647	+	1152	0	0	0	0	0	0
gene-G6L97_RS01765	NZ_CP115841.1	370985	371962	+	978	0	0	0	0	0	0
gene-G6L97_RS01770	NZ_CP115841.1	371978	373897	+	1920	0	0	0	0	0	0
gene-G6L97_RS01775	NZ_CP115841.1	374044	375195	+	1152	0	0	2	0	0	0
gene-G6L97_RS01780	NZ_CP115841.1	375466	375831	+	366	30	70	11	15	20	14
gene-G6L97_RS01785	NZ_CP115841.1	375892	376641	+	750	21	45	14	11	7	2
gene-G6L97_RS01790	NZ_CP115841.1	376715	376942	+	228	302	433	185	204	204	152
gene-G6L97_RS01795	NZ_CP115841.1	377024	377665	+	642	123	184	72	76	61	68
gene-G6L97_RS01800	NZ_CP115841.1	377667	378152	+	486	0	0	2	0	0	0
gene-G6L97_RS01805	NZ_CP115841.1	378371	379060	-	690	0	0	0	0	0	0
gene-G6L97_RS01810	NZ_CP115841.1	379198	379851	-	654	0	0	0	0	0	0
gene-G6L97_RS01815	NZ_CP115841.1	380188	381345	-	1158	0	0	0	0	0	0
gene-G6L97_RS01820	NZ_CP115841.1	381634	382152	+	519	0	0	0	0	0	0
gene-G6L97_RS01825	NZ_CP115841.1	382180	383613	-	1434	0	0	0	0	0	0
gene-G6L97_RS01830	NZ_CP115841.1	383662	384639	-	978	0	0	0	0	0	0
gene-G6L97_RS01835	NZ_CP115841.1	384704	385312	-	609	0	0	0	0	0	0
gene-G6L97_RS01840	NZ_CP115841.1	385645	386889	+	1245	0	0	3	0	0	8
gene-G6L97_RS01845	NZ_CP115841.1	386897	387979	+	1083	0	0	2	0	0	0
gene-G6L97_RS01850	NZ_CP115841.1	388161	388625	+	465	0	0	0	0	0	0
gene-G6L97_RS01855	NZ_CP115841.1	388850	389374	+	525	0	0	0	0	0	0
gene-G6L97_RS01860	NZ_CP115841.1	389478	390473	-	996	0	0	0	0	0	0
gene-G6L97_RS01865	NZ_CP115841.1	390696	392480	+	1785	0	0	0	0	0	0
gene-G6L97_RS01870	NZ_CP115841.1	392491	393249	+	759	0	0	0	0	0	0
gene-G6L97_RS01875	NZ_CP115841.1	393340	393654	+	315	0	0	0	0	0	0
gene-G6L97_RS01880	NZ_CP115841.1	393655	394905	-	1251	0	0	0	0	0	0
gene-G6L97_RS01885	NZ_CP115841.1	394902	395654	-	753	0	0	0	0	0	0
gene-G6L97_RS01890	NZ_CP115841.1	395931	397952	+	2022	0	0	0	0	0	0
gene-G6L97_RS01895	NZ_CP115841.1	398079	398462	+	384	0	0	0	0	0	0
gene-G6L97_RS01900	NZ_CP115841.1	398517	398825	-	309	0	0	0	0	0	0
gene-G6L97_RS01905	NZ_CP115841.1	398832	399626	-	795	0	0	0	0	0	0
gene-G6L97_RS01910	NZ_CP115841.1	399734	400096	+	363	0	0	0	0	0	0
gene-G6L97_RS01915	NZ_CP115841.1	400140	402059	-	1920	8	6	11	15	11	6
gene-G6L97_RS01920	NZ_CP115841.1	402158	403081	-	924	1	2	1	2	0	1
gene-G6L97_RS01925	NZ_CP115841.1	403184	403438	-	255	0	0	0	0	0	0
gene-G6L97_RS01930	NZ_CP115841.1	403441	404376	-	936	0	0	0	0	0	0
gene-G6L97_RS01935	NZ_CP115841.1	404403	404966	-	564	0	0	0	0	0	0
gene-G6L97_RS01940	NZ_CP115841.1	404998	405603	-	606	0	0	0	0	0	0
gene-G6L97_RS01945	NZ_CP115841.1	405600	406280	-	681	0	0	0	0	0	0
gene-G6L97_RS01950	NZ_CP115841.1	406396	407589	+	1194	0	0	0	0	0	0
gene-G6L97_RS01955	NZ_CP115841.1	407758	408858	-	1101	0	0	0	0	0	0
gene-G6L97_RS01960	NZ_CP115841.1	408871	409968	-	1098	0	0	0	0	0	0
gene-G6L97_RS01965	NZ_CP115841.1	410422	410682	+	261	1	1	1	0	2	0
gene-G6L97_RS01970	NZ_CP115841.1	410880	411473	-	594	0	0	0	0	0	2
gene-G6L97_RS01975	NZ_CP115841.1	411505	412323	-	819	0	0	0	0	0	0
gene-G6L97_RS01980	NZ_CP115841.1	412455	413564	-	1110	0	0	0	0	0	0
gene-G6L97_RS01985	NZ_CP115841.1	413777	414226	-	450	0	0	0	0	0	0
gene-G6L97_RS01990	NZ_CP115841.1	414283	414903	+	621	0	0	0	0	0	0
gene-G6L97_RS01995	NZ_CP115841.1	414935	415714	-	780	0	0	0	0	0	0
gene-G6L97_RS02000	NZ_CP115841.1	415865	416170	+	306	0	0	0	0	0	0
gene-G6L97_RS02005	NZ_CP115841.1	416438	417112	-	675	0	0	0	0	0	0
gene-G6L97_RS02010	NZ_CP115841.1	417119	417556	-	438	0	0	0	0	0	0
gene-G6L97_RS02015	NZ_CP115841.1	417832	419247	-	1416	0	0	0	0	0	0
gene-G6L97_RS02020	NZ_CP115841.1	419327	419635	-	309	0	0	0	0	0	0
gene-G6L97_RS02025	NZ_CP115841.1	419705	420229	-	525	0	3	5	7	5	8
gene-G6L97_RS02030	NZ_CP115841.1	420671	421534	+	864	57	81	32	25	47	49
gene-G6L97_RS02035	NZ_CP115841.1	421552	423261	+	1710	28	26	39	11	19	27
gene-G6L97_RS02040	NZ_CP115841.1	423643	424596	+	954	0	0	0	0	0	0
gene-G6L97_RS02045	NZ_CP115841.1	424596	424727	+	132	0	0	0	0	0	0
gene-G6L97_RS02050	NZ_CP115841.1	424770	425399	+	630	0	0	0	0	0	0
gene-G6L97_RS02055	NZ_CP115841.1	425463	426338	+	876	0	0	0	0	0	0
gene-G6L97_RS02060	NZ_CP115841.1	426439	426825	+	387	0	0	0	0	0	0
gene-G6L97_RS02065	NZ_CP115841.1	426836	427570	+	735	1	3	0	0	0	0
gene-G6L97_RS02070	NZ_CP115841.1	427634	428680	+	1047	5	5	4	2	5	2
gene-G6L97_RS02075	NZ_CP115841.1	428773	429741	+	969	0	0	0	0	0	0
gene-G6L97_RS02080	NZ_CP115841.1	429738	430178	+	441	0	0	0	0	0	0
gene-G6L97_RS02085	NZ_CP115841.1	430307	430615	+	309	0	0	0	0	0	0
gene-G6L97_RS02090	NZ_CP115841.1	430680	431165	-	486	0	0	0	0	0	0
gene-G6L97_RS02095	NZ_CP115841.1	431288	432136	-	849	0	0	0	0	0	0
gene-G6L97_RS02100	NZ_CP115841.1	432299	432904	+	606	0	0	0	0	0	0
gene-G6L97_RS02105	NZ_CP115841.1	433012	433203	+	192	0	0	0	0	0	0
gene-G6L97_RS02110	NZ_CP115841.1	433371	434477	+	1107	0	0	0	0	0	0
gene-G6L97_RS02115	NZ_CP115841.1	434601	437516	-	2916	0	3	1	2	5	3
gene-G6L97_RS02120	NZ_CP115841.1	437513	438112	-	600	4	5	1	24	2	0
gene-G6L97_RS02125	NZ_CP115841.1	438146	439444	-	1299	12	24	1	19	25	6
gene-G6L97_RS02130	NZ_CP115841.1	439464	440861	-	1398	8	13	0	2	1	0
gene-G6L97_RS02135	NZ_CP115841.1	441138	441677	+	540	4	17	0	20	18	2
gene-G6L97_RS02140	NZ_CP115841.1	441874	442563	-	690	0	0	0	0	0	0
gene-G6L97_RS02145	NZ_CP115841.1	442755	443435	+	681	0	0	0	0	0	0
gene-G6L97_RS02150	NZ_CP115841.1	443651	444112	+	462	0	0	0	0	0	0
gene-G6L97_RS02155	NZ_CP115841.1	444072	445172	-	1101	0	0	0	0	0	0
gene-G6L97_RS02160	NZ_CP115841.1	445405	446547	+	1143	14	17	10	9	15	7
gene-G6L97_RS02165	NZ_CP115841.1	446884	447495	-	612	0	0	0	1	0	0
gene-G6L97_RS02170	NZ_CP115841.1	447492	448595	-	1104	0	0	0	0	0	0
gene-G6L97_RS02175	NZ_CP115841.1	448693	449205	+	513	0	0	0	0	0	0
gene-G6L97_RS02180	NZ_CP115841.1	449334	450014	+	681	7	10	22	35	22	13
gene-G6L97_RS02185	NZ_CP115841.1	450099	453566	+	3468	0	0	0	0	0	0
gene-G6L97_RS02190	NZ_CP115841.1	453838	454815	-	978	0	0	0	0	0	0
gene-G6L97_RS02195	NZ_CP115841.1	455044	457770	+	2727	7	3	1	61	20	2
gene-G6L97_RS02200	NZ_CP115841.1	457748	458020	-	273	0	0	0	0	0	0
gene-G6L97_RS02205	NZ_CP115841.1	458205	458567	-	363	0	0	0	0	0	0
gene-G6L97_RS02210	NZ_CP115841.1	458730	460094	-	1365	0	0	0	0	0	0
gene-G6L97_RS02215	NZ_CP115841.1	460602	461522	+	921	0	0	0	0	0	0
gene-G6L97_RS02220	NZ_CP115841.1	461645	462553	-	909	0	0	0	0	0	0
gene-G6L97_RS02225	NZ_CP115841.1	462756	462830	+	75	0	0	0	0	0	0
gene-G6L97_RS02230	NZ_CP115841.1	463094	464827	-	1734	0	2	3	2	0	0
gene-G6L97_RS02235	NZ_CP115841.1	465217	465636	-	420	0	0	0	0	0	0
gene-G6L97_RS02240	NZ_CP115841.1	465901	465977	+	77	0	0	0	0	0	0
gene-G6L97_RS02245	NZ_CP115841.1	466138	466458	-	321	0	0	0	0	0	0
gene-G6L97_RS02250	NZ_CP115841.1	466455	466694	-	240	0	0	0	0	0	0
gene-G6L97_RS02255	NZ_CP115841.1	466798	467025	+	228	0	0	0	0	0	0
gene-G6L97_RS02260	NZ_CP115841.1	467105	468586	-	1482	0	0	0	0	0	0
gene-G6L97_RS02265	NZ_CP115841.1	468586	469539	-	954	53	10	1	37	40	1
gene-G6L97_RS02270	NZ_CP115841.1	469567	470349	-	783	0	0	0	0	0	0
gene-G6L97_RS02275	NZ_CP115841.1	470554	470994	+	441	0	0	0	1	0	0
gene-G6L97_RS02280	NZ_CP115841.1	471240	472265	+	1026	0	0	0	0	0	2
gene-G6L97_RS02285	NZ_CP115841.1	472467	473324	+	858	0	0	0	0	0	0
gene-G6L97_RS02290	NZ_CP115841.1	473317	474186	+	870	0	0	0	0	0	0
gene-G6L97_RS02295	NZ_CP115841.1	474198	475238	+	1041	0	0	0	0	0	0
gene-G6L97_RS02300	NZ_CP115841.1	475622	476635	-	1014	0	0	0	0	0	0
gene-G6L97_RS02305	NZ_CP115841.1	476724	478526	-	1803	0	0	0	0	0	0
gene-G6L97_RS02310	NZ_CP115841.1	478709	478948	-	240	0	0	0	0	0	0
gene-G6L97_RS02315	NZ_CP115841.1	479295	479915	+	621	0	0	0	0	0	0
gene-G6L97_RS02320	NZ_CP115841.1	479927	481408	+	1482	0	0	0	0	0	0
gene-G6L97_RS02325	NZ_CP115841.1	481480	483129	+	1650	0	1	0	0	2	0
gene-G6L97_RS02330	NZ_CP115841.1	483133	483432	-	300	0	0	0	0	0	0
gene-G6L97_RS02335	NZ_CP115841.1	483429	483701	-	273	0	0	0	0	0	0
gene-G6L97_RS02340	NZ_CP115841.1	483848	485191	+	1344	0	0	0	0	0	0
gene-G6L97_RS02345	NZ_CP115841.1	485199	485951	-	753	0	0	0	0	0	0
gene-G6L97_RS02350	NZ_CP115841.1	486025	487017	+	993	0	0	0	0	0	0
gene-G6L97_RS02355	NZ_CP115841.1	487244	487864	+	621	0	0	3	0	0	2
gene-G6L97_RS02360	NZ_CP115841.1	487964	488623	-	660	0	0	0	0	0	0
gene-G6L97_RS02365	NZ_CP115841.1	488705	489220	-	516	0	0	0	0	0	0
gene-G6L97_RS02370	NZ_CP115841.1	489362	490894	+	1533	0	0	0	0	0	0
gene-G6L97_RS02375	NZ_CP115841.1	491121	492137	+	1017	0	0	0	0	0	0
gene-G6L97_RS02380	NZ_CP115841.1	492139	493764	+	1626	0	0	0	0	0	0
gene-G6L97_RS02385	NZ_CP115841.1	494025	494990	+	966	0	0	0	0	0	0
gene-G6L97_RS02390	NZ_CP115841.1	495036	497756	-	2721	0	0	0	0	0	1
gene-G6L97_RS02395	NZ_CP115841.1	497924	498832	+	909	0	0	0	0	0	0
gene-G6L97_RS02400	NZ_CP115841.1	498992	499717	+	726	31	17	26	17	12	23
gene-G6L97_RS02405	NZ_CP115841.1	499984	500553	+	570	0	0	0	0	0	0
gene-G6L97_RS02415	NZ_CP115841.1	500749	501012	+	264	0	0	0	0	0	0
gene-G6L97_RS02420	NZ_CP115841.1	501056	501925	-	870	0	0	0	0	0	0
gene-G6L97_RS02425	NZ_CP115841.1	502004	502462	-	459	0	0	0	0	0	0
gene-G6L97_RS02430	NZ_CP115841.1	502656	503078	+	423	0	0	0	0	0	0
gene-G6L97_RS02435	NZ_CP115841.1	503175	503558	+	384	0	0	0	0	0	0
gene-G6L97_RS02440	NZ_CP115841.1	503518	504279	+	762	0	0	0	0	0	0
gene-G6L97_RS02445	NZ_CP115841.1	504323	505837	-	1515	0	0	0	0	0	0
gene-G6L97_RS02450	NZ_CP115841.1	505997	506185	-	189	0	0	0	0	0	0
gene-G6L97_RS02455	NZ_CP115841.1	506211	506633	-	423	0	0	0	0	0	0
gene-G6L97_RS02460	NZ_CP115841.1	506734	507180	-	447	0	0	0	0	0	0
gene-G6L97_RS02465	NZ_CP115841.1	507331	508059	+	729	0	0	0	0	0	0
gene-G6L97_RS02470	NZ_CP115841.1	508086	508574	+	489	0	0	0	0	0	0
gene-G6L97_RS02475	NZ_CP115841.1	508675	509457	+	783	0	0	0	0	0	0
gene-G6L97_RS02480	NZ_CP115841.1	509504	510400	-	897	0	0	0	0	0	0
gene-G6L97_RS02485	NZ_CP115841.1	510523	511245	+	723	0	0	0	0	0	0
gene-G6L97_RS02490	NZ_CP115841.1	511260	511610	+	351	0	0	0	0	0	0
gene-G6L97_RS02495	NZ_CP115841.1	511671	513233	-	1563	0	0	0	0	0	0
gene-G6L97_RS02500	NZ_CP115841.1	513545	513937	+	393	0	0	0	0	0	0
gene-G6L97_RS02505	NZ_CP115841.1	513947	514378	-	432	0	0	0	0	0	0
gene-G6L97_RS02510	NZ_CP115841.1	514482	515240	+	759	0	0	0	0	0	0
gene-G6L97_RS02515	NZ_CP115841.1	515311	516117	+	807	0	0	0	0	0	0
gene-G6L97_RS02520	NZ_CP115841.1	516243	516854	+	612	0	0	0	0	0	0
gene-G6L97_RS02525	NZ_CP115841.1	516876	517703	-	828	0	0	0	0	0	0
gene-G6L97_RS02530	NZ_CP115841.1	517890	518600	+	711	0	0	0	0	0	0
gene-G6L97_RS02535	NZ_CP115841.1	518650	519018	+	369	0	0	0	0	0	0
gene-G6L97_RS02540	NZ_CP115841.1	519127	519897	-	771	0	0	0	0	0	0
gene-G6L97_RS02545	NZ_CP115841.1	520291	521172	+	882	1	4	2	6	3	0
gene-G6L97_RS02550	NZ_CP115841.1	521433	523781	+	2349	0	0	0	0	0	0
gene-G6L97_RS02555	NZ_CP115841.1	523955	524842	-	888	0	0	0	0	0	0
gene-G6L97_RS02560	NZ_CP115841.1	524938	525480	+	543	0	0	0	0	0	0
gene-G6L97_RS02565	NZ_CP115841.1	525485	525829	-	345	0	1	0	0	0	0
gene-G6L97_RS02570	NZ_CP115841.1	526050	526652	+	603	135	121	86	123	139	62
gene-G6L97_RS02575	NZ_CP115841.1	526785	527654	+	870	0	0	0	0	0	0
gene-G6L97_RS02585	NZ_CP115841.1	528614	529243	+	630	0	0	0	0	0	0
gene-G6L97_RS02590	NZ_CP115841.1	529359	529793	+	435	0	0	0	0	0	0
gene-G6L97_RS02595	NZ_CP115841.1	529879	530799	+	921	0	0	0	0	0	0
gene-G6L97_RS02600	NZ_CP115841.1	531283	531465	+	183	0	0	0	0	0	0
gene-G6L97_RS02605	NZ_CP115841.1	531476	532192	+	717	0	0	0	0	0	0
gene-G6L97_RS02610	NZ_CP115841.1	532197	532511	+	315	0	0	0	0	0	0
gene-G6L97_RS02615	NZ_CP115841.1	532617	533183	-	567	0	0	0	0	0	0
gene-G6L97_RS02620	NZ_CP115841.1	533205	533693	-	489	0	0	0	0	0	0
gene-G6L97_RS02625	NZ_CP115841.1	533899	534312	-	414	0	0	0	0	0	0
gene-G6L97_RS02630	NZ_CP115841.1	534409	534762	-	354	0	0	0	0	0	0
gene-G6L97_RS02635	NZ_CP115841.1	534890	535162	+	273	0	0	0	0	0	0
gene-G6L97_RS02640	NZ_CP115841.1	535244	536254	+	1011	0	0	0	0	0	0
gene-G6L97_RS02645	NZ_CP115841.1	536265	536732	-	468	0	0	0	0	0	0
gene-G6L97_RS02650	NZ_CP115841.1	536911	538017	-	1107	0	0	0	0	0	0
gene-G6L97_RS02655	NZ_CP115841.1	538010	538918	-	909	3	4	0	0	5	0
gene-G6L97_RS02660	NZ_CP115841.1	539183	540193	-	1011	3	3	0	1	3	0
gene-G6L97_RS02665	NZ_CP115841.1	540689	542788	-	2100	2	5	13	10	3	3
gene-G6L97_RS02670	NZ_CP115841.1	543012	543413	+	402	20	4	27	37	22	16
gene-G6L97_RS02675	NZ_CP115841.1	543519	544427	+	909	0	0	0	0	0	0
gene-G6L97_RS02680	NZ_CP115841.1	544480	545205	+	726	0	0	0	0	0	0
gene-G6L97_RS02685	NZ_CP115841.1	545322	546398	+	1077	0	0	0	0	0	0
gene-G6L97_RS02690	NZ_CP115841.1	546406	547590	-	1185	0	0	0	0	0	0
gene-G6L97_RS02695	NZ_CP115841.1	547674	548534	-	861	0	0	0	0	0	0
gene-G6L97_RS02700	NZ_CP115841.1	548517	548765	+	249	0	0	0	0	0	0
gene-G6L97_RS02705	NZ_CP115841.1	548807	549217	+	411	0	0	0	0	0	0
gene-G6L97_RS02710	NZ_CP115841.1	549279	549599	+	321	0	0	0	0	0	0
gene-G6L97_RS02715	NZ_CP115841.1	549788	550456	+	669	0	0	0	0	0	0
gene-G6L97_RS02720	NZ_CP115841.1	550564	551061	+	498	0	0	0	0	0	0
gene-G6L97_RS02725	NZ_CP115841.1	551082	551708	-	627	0	0	0	0	0	0
gene-G6L97_RS02730	NZ_CP115841.1	551825	552232	-	408	0	0	0	0	0	0
gene-G6L97_RS02735	NZ_CP115841.1	552438	554807	+	2370	0	0	0	0	0	0
gene-G6L97_RS02740	NZ_CP115841.1	554804	555223	+	420	0	0	0	0	0	0
gene-G6L97_RS02745	NZ_CP115841.1	555223	555600	+	378	0	0	0	0	0	0
gene-G6L97_RS02750	NZ_CP115841.1	555621	557198	+	1578	0	0	0	0	0	0
gene-G6L97_RS02755	NZ_CP115841.1	557195	557674	+	480	0	0	0	0	0	0
gene-G6L97_RS02760	NZ_CP115841.1	557671	558057	+	387	0	0	0	0	0	0
gene-G6L97_RS02765	NZ_CP115841.1	558054	558386	+	333	0	0	0	0	0	0
gene-G6L97_RS02770	NZ_CP115841.1	558818	559246	+	429	66	92	24	26	67	24
gene-G6L97_RS02775	NZ_CP115841.1	559637	560059	+	423	0	0	0	0	0	0
gene-G6L97_RS02780	NZ_CP115841.1	560052	560909	+	858	0	0	0	0	0	0
gene-G6L97_RS02785	NZ_CP115841.1	560914	561330	-	417	0	0	0	0	0	0
gene-G6L97_RS02790	NZ_CP115841.1	561526	561951	-	426	0	0	0	0	0	0
gene-G6L97_RS02795	NZ_CP115841.1	562437	563966	+	1530	0	0	0	0	0	0
gene-G6L97_RS02800	NZ_CP115841.1	563938	564861	+	924	0	0	0	0	0	0
gene-G6L97_RS02805	NZ_CP115841.1	564974	565327	+	354	0	0	0	0	0	0
gene-G6L97_RS02810	NZ_CP115841.1	565386	566294	-	909	0	0	0	0	0	0
gene-G6L97_RS02815	NZ_CP115841.1	566850	567038	+	189	0	0	0	0	0	0
gene-G6L97_RS02820	NZ_CP115841.1	567059	567607	-	549	0	0	0	0	0	0
gene-G6L97_RS02825	NZ_CP115841.1	567600	568187	-	588	0	0	0	0	0	0
gene-G6L97_RS02830	NZ_CP115841.1	568296	569684	+	1389	0	0	0	0	0	0
gene-G6L97_RS02835	NZ_CP115841.1	569681	570289	-	609	0	0	0	0	0	0
gene-G6L97_RS02840	NZ_CP115841.1	570584	571483	+	900	0	0	0	0	0	0
gene-G6L97_RS02845	NZ_CP115841.1	571490	571948	-	459	0	0	0	0	0	0
gene-G6L97_RS02850	NZ_CP115841.1	572130	574325	-	2196	0	0	0	0	0	1
gene-G6L97_RS02855	NZ_CP115841.1	574581	575060	+	480	0	0	0	0	0	0
gene-G6L97_RS02860	NZ_CP115841.1	575211	576032	+	822	0	0	0	0	0	0
gene-G6L97_RS02865	NZ_CP115841.1	576067	576675	+	609	0	0	0	0	0	0
gene-G6L97_RS02870	NZ_CP115841.1	576815	577240	+	426	0	0	0	0	0	0
gene-G6L97_RS02875	NZ_CP115841.1	577269	577517	-	249	0	0	0	0	0	0
gene-G6L97_RS02880	NZ_CP115841.1	577693	579081	+	1389	0	0	0	0	0	0
gene-G6L97_RS02885	NZ_CP115841.1	579104	579277	-	174	0	0	0	0	0	0
gene-G6L97_RS02890	NZ_CP115841.1	579335	581053	-	1719	0	0	0	0	0	0
gene-G6L97_RS02895	NZ_CP115841.1	581117	582187	-	1071	0	0	0	0	0	0
gene-G6L97_RS02900	NZ_CP115841.1	582365	583825	+	1461	0	0	0	0	0	0
gene-G6L97_RS02905	NZ_CP115841.1	583963	585063	-	1101	0	0	1	0	0	1
gene-G6L97_RS02910	NZ_CP115841.1	585211	585642	+	432	0	0	0	0	0	0
gene-G6L97_RS02915	NZ_CP115841.1	585747	586118	-	372	0	0	0	0	0	0
gene-G6L97_RS02920	NZ_CP115841.1	586262	587101	+	840	0	0	0	0	0	0
gene-G6L97_RS02925	NZ_CP115841.1	587128	588768	-	1641	0	0	0	0	0	0
gene-G6L97_RS02930	NZ_CP115841.1	589022	589549	+	528	0	0	0	0	0	0
gene-G6L97_RS02935	NZ_CP115841.1	589546	590805	+	1260	0	0	0	0	0	0
gene-G6L97_RS02940	NZ_CP115841.1	591256	591894	+	639	0	0	0	0	0	0
gene-G6L97_RS02945	NZ_CP115841.1	591937	592260	+	324	0	0	1	0	0	1
gene-G6L97_RS02950	NZ_CP115841.1	592447	593613	+	1167	0	0	0	0	0	0
